symbol,name,reportDate,fiscalDateEnding,estimate,currency
AMGN,AMGEN Inc,2025-10-29,2025-09-30,5.05,USD
AMGXF,AMGXF,2025-11-14,2025-09-30,,USD
AMH,American Homes 4 Rent - Class A,2025-10-30,2025-09-30,0.1811,USD
AMIH,AMIH,2025-11-03,2025-09-30,,USD
AMIVF,AMIVF,2025-11-12,2025-09-30,0.26,USD
AMIX,Autonomix Medical Inc,2025-11-10,2025-09-30,0,USD
AMKAF,AMKAF,2025-11-06,2025-09-30,,USD
AMKBF,AMKBF,2025-11-06,2025-09-30,52.64,USD
AMKBY,AMKBY,2025-11-06,2025-09-30,-0.0101,USD
AMKR,AMKOR Technology Inc,2025-11-03,2025-09-30,0.43,USD
AMKYF,AMKYF,2025-10-08,2025-08-31,44.23,USD
AMLLF,AMLLF,2025-10-06,2025-08-31,,USD
AMLX,Amylyx Pharmaceuticals Inc,2025-11-06,2025-09-30,-0.4594,USD
AMMHF,AMMHF,2025-11-26,2025-09-30,0.16,USD
AMN,AMN Healthcare Services Inc,2025-11-06,2025-09-30,0.2,USD
AMP,Ameriprise Financial Inc,2025-10-29,2025-09-30,9.55,USD
AMPG,Amplitech Group Inc,2025-11-18,2025-09-30,-0.02,USD
AMPGW,Amplitech Group Inc - Warrants (01/01/2026),2025-11-18,2025-09-30,-0.02,USD
AMPH,Amphastar Pharmaceuticals Inc,2025-11-10,2025-09-30,0.845,USD
AMPL,Amplitude Inc - Class A,2025-11-06,2025-09-30,0.01,USD
AMPX,Amprius Technologies Inc,2025-11-06,2025-09-30,-0.0757,USD
AMPY,Amplify Energy Corp,2025-11-05,2025-09-30,0.1298,USD
AMR,Alpha Metallurgical Resources Inc,2025-10-30,2025-09-30,0.2533,USD
AMRC,Ameresco Inc - Class A,2025-11-05,2025-09-30,0.2568,USD
AMRK,A-Mark Precious Metals Inc,2025-09-09,2025-06-30,0.57,USD
AMRK,A-Mark Precious Metals Inc,2025-11-11,2025-09-30,0.55,USD
AMRQF,AMRQF,2025-11-13,2025-09-30,,USD
AMRX,Amneal Pharmaceuticals Inc - Class A,2025-11-07,2025-09-30,0.1575,USD
AMRZ,Amrize Ltd,2025-10-28,2025-09-30,1.04,USD
AMS,American Shared Hospital Services,2025-11-12,2025-09-30,0.04,USD
AMSC,American Superconductor Corp,2025-10-29,2025-09-30,0.12,USD
AMSF,Amerisafe Inc,2025-10-21,2025-09-30,0.55,USD
AMSSY,AMSSY,2025-11-18,2025-09-30,,USD
AMSYF,AMSYF,2025-11-06,2025-09-30,0.62,USD
AMT,American Tower Corp,2025-10-23,2025-09-30,1.66,USD
AMTB,Amerant Bancorp Inc - Class A,2025-10-22,2025-09-30,0.52,USD
AMTFF,AMTFF,2025-11-27,2025-09-30,,USD
AMTX,Aemetis Inc,2025-11-12,2025-09-30,-0.2022,USD
AMVMF,AMVMF,2025-11-05,2025-09-30,,USD
AMWD,American Woodmark Corp,2025-12-02,2025-10-31,1.2,USD
AMWL,American Well Corporation - Class A,2025-10-29,2025-09-30,-1.46,USD
AMX,America Movil S.A.B.DE C.V.,2025-10-21,2025-09-30,0.3093,USD
AMXOF,AMXOF,2025-10-14,2025-09-30,0.33,USD
AMYZF,AMYZF,2025-11-26,2025-10-31,,USD
AMZN,Amazon.com Inc,2025-10-30,2025-09-30,1.54,USD
AN,Autonation Inc,2025-10-23,2025-09-30,4.55,USD
ANAB,AnaptysBio Inc,2025-11-11,2025-09-30,-1.41,USD
ANCTF,ANCTF,2025-11-24,2025-10-31,0.74,USD
ANDE,Andersons Inc,2025-11-04,2025-09-30,0.47,USD
ANDHF,ANDHF,2025-11-04,2025-09-30,0.42,USD
ANDMF,ANDMF,2025-09-25,2025-06-30,,USD
ANEB,Anebulo Pharmaceuticals Inc,2025-09-17,2025-06-30,-0.05,USD
ANEB,Anebulo Pharmaceuticals Inc,2025-11-07,2025-09-30,0,USD
ANET,Arista Networks Inc,2025-11-10,2025-09-30,0.72,USD
ANF,Abercrombie & Fitch Co. - Class A,2025-11-26,2025-10-31,2.22,USD
ANFGF,ANFGF,2025-10-23,2025-09-30,0,USD
ANGCF,ANGCF,2025-10-28,2025-09-30,,USD
ANGI,Angi Inc - Class A,2025-11-10,2025-09-30,0.37,USD
ANGO,Angiodynamic Inc,2025-10-02,2025-08-31,-0.12,USD
ANGVF,ANGVF,2025-09-30,2025-07-31,,USD
ANIK,Anika Therapeutics Inc,2025-10-29,2025-09-30,-0.11,USD
ANIOY,ANIOY,2025-10-31,2025-09-30,0.1296,USD
ANIP,ANI Pharmaceuticals Inc,2025-11-05,2025-09-30,1.66,USD
ANIX,Anixa Biosciences Inc,2025-09-12,2025-07-31,-0.085,USD
ANKOF,ANKOF,2025-12-03,2025-10-31,,USD
ANL,Adlai Nortye Ltd,2025-12-03,2025-09-30,0,USD
ANLBF,ANLBF,2025-12-04,2025-09-30,,USD
ANLDF,ANLDF,2025-11-28,2025-09-30,,USD
ANNSD,ANNSD,2025-10-29,2025-09-30,0.47,USD
ANNSF,ANNSF,2025-10-29,2025-09-30,0.47,USD
ANNX,Annexon Inc,2025-11-12,2025-09-30,-0.3584,USD
ANORF,ANORF,2025-11-25,2025-09-30,,USD
ANPMF,ANPMF,2025-11-10,2025-09-30,,USD
ANRGF,ANRGF,2025-11-13,2025-09-30,-0.01,USD
ANRO,Alto Neuroscience Inc,2025-11-18,2025-09-30,-0.64,USD
ANSLY,ANSLY,2025-10-29,2025-09-30,,USD
ANSS,ANSS,2025-10-29,2025-09-30,2.55,USD
ANTA,Antalpha Platform Holding Company,2025-11-26,2025-09-30,0.12,USD
ANTX,AN2 Therapeutics Inc,2025-11-06,2025-09-30,-0.315,USD
ANVS,Annovis Bio Inc,2025-11-05,2025-09-30,-0.29,USD
ANZGF,ANZGF,2025-11-09,2025-09-30,,USD
ANZGY,ANZGY,2025-11-09,2025-09-30,,USD
AOCIF,AOCIF,2025-11-12,2025-09-30,0.78,USD
AOIFF,AOIFF,2025-11-13,2025-09-30,0.02,USD
AOMFF,AOMFF,2025-11-13,2025-09-30,,USD
AOMR,Angel Oak Mortgage REIT Inc,2025-11-11,2025-09-30,0.299,USD
AON,Aon plc. - Class A,2025-10-24,2025-09-30,2.93,USD
AONNF,AONNF,2025-10-08,2025-08-31,5.7,USD
AONNY,AONNY,2025-10-07,2025-08-31,0.0792,USD
AORT,Artivion Inc,2025-10-30,2025-09-30,0.0257,USD
AOS,A.O. Smith Corp,2025-10-21,2025-09-30,0.9,USD
AOSL,Alpha & Omega Semiconductor Ltd,2025-11-03,2025-09-30,0.09,USD
AOTVF,AOTVF,2025-11-06,2025-09-30,,USD
AOUT,American Outdoor Brands Inc,2025-12-04,2025-10-31,0.405,USD
AOZOY,AOZOY,2025-11-13,2025-09-30,0.0632,USD
AP,Ampco-Pittsburgh Corp,2025-11-11,2025-09-30,0,USD
APA,APA Corporation,2025-10-29,2025-09-30,0.7775,USD
APAJF,APAJF,2025-10-24,2025-09-30,,USD
APAM,Artisan Partners Asset Management Inc - Class A,2025-11-04,2025-09-30,0.96,USD
APCX,APCX,2025-11-13,2025-09-30,0,USD
APD,Air Products & Chemicals Inc,2025-11-06,2025-09-30,3.39,USD
APEI,American Public Education Inc,2025-11-11,2025-09-30,0.3375,USD
APELY,APELY,2025-10-28,2025-09-30,0.3888,USD
APEMY,APEMY,2025-11-06,2025-09-30,0.4395,USD
APEUF,APEUF,2025-11-20,2025-09-30,0.01,USD
APG,APi Group Corporation,2025-10-30,2025-09-30,0.3957,USD
APGE,Apogee Therapeutics Inc,2025-11-18,2025-09-30,-0.61,USD
APGOF,APGOF,2025-10-28,2025-08-31,,USD
APH,Amphenol Corp - Class A,2025-10-22,2025-09-30,0.8,USD
API,Agora Inc,2025-11-24,2025-09-30,,USD
APLD,Applied Digital Corporation,2025-10-07,2025-08-31,-0.18,USD
APLE,Apple Hospitality REIT Inc,2025-11-03,2025-09-30,0.225,USD
APLIF,APLIF,2025-11-20,2025-09-30,0,USD
APLS,Apellis Pharmaceuticals Inc,2025-11-10,2025-09-30,1.6,USD
APLT,Applied Therapeutics Inc,2025-11-06,2025-09-30,-0.145,USD
APMCF,APMCF,2025-11-17,2025-09-30,,USD
APMSF,APMSF,2025-11-07,2025-09-30,0.3,USD
APNHF,APNHF,2025-12-05,2025-09-30,,ZAR
APNHY,APNHY,2025-12-05,2025-09-30,,ZAR
APO,Apollo Global Management Inc - Class A (New),2025-11-04,2025-09-30,1.95,USD
APO-PA,APO-PA,2025-11-03,2025-09-30,,USD
APOG,Apogee Enterprises Inc,2025-09-23,2025-08-31,0.7956,USD
APP,Applovin Corp - Class A,2025-11-05,2025-09-30,2.58,USD
APPF,Appfolio Inc - Class A,2025-10-30,2025-09-30,1.46,USD
APPIF,APPIF,2025-11-13,2025-09-30,,USD
APPN,Appian Corp - Class A,2025-11-06,2025-09-30,0.05,USD
APPS,Digital Turbine Inc,2025-11-05,2025-09-30,0.1,USD
APPTF,APPTF,2025-11-12,2025-09-30,,USD
APRAF,APRAF,2025-11-27,2025-09-30,,USD
APT,Alpha Pro Tech Ltd,2025-11-05,2025-09-30,0,USD
APTPF,APTPF,2025-11-19,2025-09-30,,USD
APTV,Aptiv PLC,2025-10-30,2025-09-30,1.76,USD
APYRF,APYRF,2025-10-29,2025-09-30,,USD
APYX,Apyx Medical Corp,2025-11-06,2025-09-30,-0.1033,USD
AQMS,Aqua Metals Inc,2025-11-13,2025-09-30,-6,USD
AQN,Algonquin Power & Utilities Corp,2025-11-06,2025-09-30,0.0642,USD
AQST,Aquestive Therapeutics Inc,2025-11-10,2025-09-30,-0.1511,USD
AQSZF,AQSZF,2025-11-06,2025-09-30,,USD
AR,Antero Resources Corp,2025-10-29,2025-09-30,0.5,USD
ARAAF,ARAAF,2025-11-11,2025-09-30,,USD
ARAI,Arrive AI Inc,2025-11-13,2025-09-30,,USD
ARAT,ARAT,2025-09-22,2025-07-31,,USD
ARAY,Accuray Inc,2025-11-05,2025-09-30,-0.06,USD
ARBK,Argo Blockchain Plc,2025-11-03,2025-09-30,0,USD
ARBKF,ARBKF,2025-11-03,2025-09-30,0,USD
ARCAY,ARCAY,2025-10-30,2025-09-30,0.7483,USD
ARCB,ArcBest Corp,2025-10-31,2025-09-30,1.56,USD
ARCC,Ares Capital Corp,2025-10-29,2025-09-30,0.5,USD
ARCO,Arcos Dorados Holdings Inc - Class A,2025-11-12,2025-09-30,0.1657,USD
ARCT,Arcturus Therapeutics Holdings Inc,2025-11-05,2025-09-30,5.53,USD
ARCUF,ARCUF,2025-11-27,2025-10-31,,USD
ARDNF,ARDNF,2025-09-18,2025-06-30,,USD
ARDS,ARDS,2025-11-03,2025-09-30,0,USD
ARDX,Ardelyx Inc,2025-10-30,2025-09-30,-0.0842,USD
ARE,Alexandria Real Estate Equities Inc,2025-10-27,2025-09-30,0.64,USD
AREC,American Resources Corporation - Class A,2025-11-13,2025-09-30,0.03,USD
AREN,Arena Group Holdings Inc (The),2025-11-13,2025-09-30,0.16,USD
ARES,Ares Management Corp - Class A,2025-10-30,2025-09-30,1.16,USD
ARES-PB,ARES-PB,2025-10-30,2025-09-30,,USD
ARESF,ARESF,2025-11-06,2025-09-30,,USD
ARGHF,ARGHF,2025-11-27,2025-09-30,,USD
ARGNF,ARGNF,2025-10-30,2025-09-30,4.24,USD
ARGTF,ARGTF,2025-11-05,2025-09-30,0.56,USD
ARGX,Argen X SE,2025-10-30,2025-09-30,4.59,USD
ARGYF,ARGYF,2025-11-28,2025-09-30,,USD
ARHS,Arhaus Inc Class A,2025-11-06,2025-09-30,0.0776,USD
ARHUF,ARHUF,2025-10-23,2025-09-30,3.58,USD
ARHVF,ARHVF,2025-10-30,2025-09-30,1.04,USD
ARI,Apollo Commercial Real Estate Finance Inc,2025-10-28,2025-09-30,0.2082,USD
ARIS,Aris Water Solutions Inc - Class A,2025-11-11,2025-09-30,0.3335,USD
ARJNF,ARJNF,2025-11-25,2025-09-30,,USD
ARKAF,ARKAF,2025-11-07,2025-09-30,1.57,USD
ARKAY,ARKAY,2025-11-07,2025-09-30,1.81,USD
ARKO,ARKO Corp - Class A,2025-11-10,2025-09-30,0.1138,USD
ARLO,Arlo Technologies Inc,2025-11-06,2025-09-30,0.1542,USD
ARLP,Alliance Resource Partners LP,2025-11-03,2025-09-30,0.68,USD
ARLUF,ARLUF,2025-11-12,2025-09-30,,USD
ARM,Arm Holdings plc.,2025-11-05,2025-09-30,0.33,USD
ARMK,Aramark,2025-11-10,2025-09-30,0.67,USD
ARMN,Aris Mining Corp,2025-11-14,2025-09-30,0.25,USD
ARMP,Armata Pharmaceuticals Inc,2025-11-12,2025-09-30,-0.5,USD
AROAF,AROAF,2025-11-25,2025-09-30,,USD
AROC,Archrock Inc,2025-10-29,2025-09-30,0.4048,USD
AROW,Arrow Financial Corp,2025-10-30,2025-09-30,0.72,USD
ARPRF,ARPRF,2025-11-20,2025-09-30,0.29,USD
ARQ,Arq Inc,2025-11-11,2025-09-30,0.0171,USD
ARQQ,Arqit Quantum Inc,2025-12-04,2025-09-30,,USD
ARQT,Arcutis Biotherapeutics Inc,2025-11-05,2025-09-30,-0.1004,USD
ARR,ARMOUR Residential REIT Inc,2025-10-22,2025-09-30,0.7818,USD
ARREF,ARREF,2025-10-29,2025-09-30,0.06,USD
ARRJF,ARRJF,2025-10-22,2025-09-30,0.43,USD
ARRKF,ARRKF,2025-09-26,2025-07-31,,USD
ARRY,Array Technologies Inc,2025-11-06,2025-09-30,0.1913,USD
ARSEF,ARSEF,2025-11-13,2025-09-30,,USD
ARSSF,ARSSF,2025-11-13,2025-09-30,,USD
ARTNA,Artesian Resources Corp - Class A,2025-11-10,2025-09-30,0.69,USD
ARTTF,ARTTF,2025-09-25,2025-06-30,,USD
ARTV,Artiva Biotherapeutics Inc,2025-11-18,2025-09-30,0,USD
ARTZF,ARTZF,2025-09-22,2025-06-30,,USD
ARVN,Arvinas Inc,2025-10-28,2025-09-30,-0.77,USD
ARW,Arrow Electronics Inc,2025-10-30,2025-09-30,2.29,USD
ARWR,Arrowhead Pharmaceuticals Inc,2025-12-01,2025-09-30,-0.1805,USD
ARX,Accelerant Holdings - Class A,2025-11-13,2025-09-30,0.24,USD
ARXRF,ARXRF,2025-09-23,2025-07-31,,USD
ARYMF,ARYMF,2025-09-11,2025-06-30,,AUD
ARZGF,ARZGF,2025-11-13,2025-09-30,0.68,USD
ARZGY,ARZGY,2025-11-13,2025-09-30,0.3555,USD
AS,Amer Sports Inc,2025-11-18,2025-09-30,0.22,USD
ASAAF,ASAAF,2025-11-04,2025-09-30,,USD
ASAGF,ASAGF,2025-11-12,2025-09-30,,USD
ASAIY,ASAIY,2025-11-06,2025-09-30,,USD
ASAN,Asana Inc - Class A,2025-12-04,2025-10-31,0.06,USD
ASAPF,ASAPF,2025-10-23,2025-09-30,,USD
ASAZF,ASAZF,2025-10-21,2025-09-30,3.8,USD
ASAZY,ASAZY,2025-10-21,2025-09-30,0.22,USD
ASB,Associated Banc-Corp,2025-10-23,2025-09-30,0.68,USD
ASB-PE,ASB-PE,2025-10-22,2025-09-30,,USD
ASB-PF,ASB-PF,2025-10-22,2025-09-30,,USD
ASBFF,ASBFF,2025-11-04,2025-09-30,,USD
ASBFY,ASBFY,2025-09-10,2025-06-30,0,USD
ASBFY,ASBFY,2025-11-04,2025-09-30,,USD
ASBRF,ASBRF,2025-11-13,2025-09-30,44.82,USD
ASC,Ardmore Shipping Corp,2025-11-05,2025-09-30,0.27,USD
ASCCF,ASCCF,2025-11-07,2025-09-30,37.64,USD
ASCCY,ASCCY,2025-11-05,2025-09-30,,USD
ASCOF,ASCOF,2025-11-06,2025-09-30,,USD
ASCUF,ASCUF,2025-11-06,2025-09-30,-0.02,USD
ASDZF,ASDZF,2025-11-26,2025-09-30,,USD
ASEKF,ASEKF,2025-10-30,2025-09-30,27.28,USD
ASEKY,ASEKY,2025-10-29,2025-09-30,0.7162,USD
ASGLY,ASGLY,2025-11-05,2025-09-30,0,USD
ASGN,ASGN Inc,2025-10-22,2025-09-30,1.22,USD
ASGTF,ASGTF,2025-11-13,2025-09-30,0.46,USD
ASH,Ashland Inc,2025-11-05,2025-09-30,1.31,USD
ASHXF,ASHXF,2025-09-23,2025-07-31,,USD
ASIC,Ategrity Specialty Holdings LLC,2025-11-11,2025-09-30,0.35,USD
ASIX,AdvanSix Inc,2025-10-31,2025-09-30,1,USD
ASKLF,ASKLF,2025-09-16,2025-08-31,9.14,USD
ASLE,AerSale Corp,2025-11-11,2025-09-30,0.08,USD
ASLRF,ASLRF,2025-09-25,2025-06-30,,USD
ASM,Avino Silver & Gold Mines Ltd,2025-11-05,2025-09-30,0.045,USD
ASMIY,ASMIY,2025-10-28,2025-09-30,4.45,USD
ASML,ASML Holding NV,2025-10-15,2025-09-30,6.38,USD
ASMLF,ASMLF,2025-10-15,2025-09-30,5.34,USD
ASMVF,ASMVF,2025-10-30,2025-09-30,0.43,USD
ASMXF,ASMXF,2025-10-28,2025-09-30,3.76,USD
ASND,Ascendis Pharma A/S,2025-11-06,2025-09-30,-0.27,USD
ASOMF,ASOMF,2025-11-04,2025-08-31,,USD
ASOMY,ASOMY,2025-11-03,2025-08-31,,USD
ASOZF,ASOZF,2025-11-27,2025-09-30,,USD
ASOZY,ASOZY,2025-11-27,2025-09-30,0,USD
ASPI,ASP Isotopes Inc,2025-12-03,2025-09-30,-0.02,USD
ASPN,Aspen Aerogels Inc,2025-11-05,2025-09-30,-0.0333,USD
ASPS,Altisource Portfolio Solutions S.A.,2025-10-23,2025-09-30,0,USD
ASPU,ASPU,2025-09-16,2025-07-31,0,USD
ASR,Grupo Aeroportuario Del Sureste S.A.,2025-10-27,2025-09-30,95.9,USD
ASRMF,ASRMF,2025-10-21,2025-09-30,9.5,USD
ASRT,Assertio Holdings Inc,2025-11-06,2025-09-30,-0.0867,USD
ASRV,Ameriserv Financial Inc,2025-10-21,2025-09-30,,USD
ASTE,Astec Industries Inc,2025-10-29,2025-09-30,0.445,USD
ASTH,Apollo Medical Holdings Inc,2025-10-30,2025-09-30,0.458,USD
ASTL,Algoma Steel Group Inc,2025-10-28,2025-09-30,-0.91,USD
ASTS,AST SpaceMobile Inc - Class A,2025-11-17,2025-09-30,-0.218,USD
ASTVF,ASTVF,2025-11-12,2025-09-30,1.42,USD
ASUR,Asure Software Inc,2025-11-17,2025-09-30,0.2586,USD
ASWRF,ASWRF,2025-11-27,2025-09-30,,USD
ASX,ASE Technology Holding Co.Ltd,2025-10-23,2025-09-30,0.1318,USD
ASXFY,ASXFY,2025-10-28,2025-09-30,,USD
ASXSF,ASXSF,2025-11-11,2025-09-30,,USD
ASYS,Amtech Systems Inc,2025-11-20,2025-09-30,-0.055,USD
ATAAY,ATAAY,2025-10-29,2025-09-30,,USD
ATAI,ATAI Life Sciences N.V.,2025-11-18,2025-09-30,-0.1075,USD
ATAZF,ATAZF,2025-10-23,2025-09-30,2.37,USD
ATBHF,ATBHF,2025-11-27,2025-09-30,,USD
ATCMF,ATCMF,2025-11-18,2025-09-30,0,USD
ATCUF,ATCUF,2025-11-06,2025-09-30,,USD
ATDRF,ATDRF,2025-11-06,2025-09-30,,USD
ATDRY,ATDRY,2025-11-05,2025-09-30,,USD
ATEAY,ATEAY,2025-10-23,2025-09-30,,NOK
ATEC,Alphatec Holdings Inc,2025-10-30,2025-09-30,-0.033,USD
ATEN,A10 Networks Inc,2025-11-06,2025-09-30,0.21,USD
ATEPF,ATEPF,2025-11-21,2025-09-30,,USD
ATEX,Anterix Inc,2025-11-05,2025-09-30,-0.56,USD
ATEYY,ATEYY,2025-10-28,2025-09-30,0.5691,USD
ATGE,Adtalem Global Education Inc,2025-11-04,2025-09-30,1.58,USD
ATGFF,ATGFF,2025-10-30,2025-09-30,0.05,USD
ATHA,Athira Pharma Inc,2025-11-06,2025-09-30,-0.1367,USD
ATHGF,ATHGF,2025-11-26,2025-09-30,,USD
ATHM,Autohome Inc,2025-11-05,2025-09-30,0.51,USD
ATHOF,ATHOF,2025-10-29,2025-09-30,0.13,USD
ATHXQ,ATHXQ,2025-11-15,2025-09-30,,USD
ATI,ATI Inc,2025-10-28,2025-09-30,0.74,USD
ATIXF,ATIXF,2025-11-28,2025-09-30,,USD
ATKR,Atkore Inc,2025-11-14,2025-09-30,1.26,USD
ATLC,Atlanticus Holdings Corp,2025-11-06,2025-09-30,1.46,USD
ATLCY,ATLCY,2025-10-23,2025-09-30,0.1449,USD
ATLFF,ATLFF,2025-10-23,2025-09-30,,USD
ATLKY,ATLKY,2025-10-23,2025-09-30,0.1449,SEK
ATLO,Ames National Corp,2025-10-17,2025-09-30,,USD
ATLPF,ATLPF,2025-10-23,2025-09-30,1.4,USD
ATMMD,ATMMD,2025-10-30,2025-08-31,,USD
ATMMF,ATMMF,2025-10-30,2025-08-31,,USD
ATMU,Atmus Filtration Technologies Inc,2025-10-31,2025-09-30,0.53,USD
ATNI,ATN International Inc,2025-10-22,2025-09-30,0.105,USD
ATNM,Actinium Pharmaceuticals Inc,2025-11-24,2025-09-30,-0.3175,USD
ATO,Atmos Energy Corp,2025-11-05,2025-09-30,0.96,USD
ATOM,Atomera Inc,2025-11-04,2025-09-30,-0.14,USD
ATOS,Atossa Therapeutics Inc,2025-11-17,2025-09-30,-0.0575,USD
ATOXF,ATOXF,2025-11-27,2025-10-31,,USD
ATR,Aptargroup Inc,2025-10-30,2025-09-30,1.59,USD
ATRC,Atricure Inc,2025-10-29,2025-09-30,-0.1137,USD
ATRO,Astronics Corp,2025-11-05,2025-09-30,0.34,USD
ATROB,ATROB,2025-11-06,2025-09-30,0.34,USD
ATTOF,ATTOF,2025-11-19,2025-09-30,0,USD
ATTRF,ATTRF,2025-10-27,2025-09-30,,USD
ATUS,Altice USA Inc - Class A,2025-11-10,2025-09-30,-0.04,USD
ATUSF,ATUSF,2025-11-06,2025-09-30,0.08,USD
ATUUF,ATUUF,2025-11-06,2025-09-30,0.11,USD
ATVVF,ATVVF,2025-09-24,2025-06-30,,USD
ATXS,Astria Therapeutics Inc,2025-11-12,2025-09-30,-0.4188,USD
AU,AngloGold Ashanti Plc.,2025-11-07,2025-09-30,1.21,USD
AUB,Atlantic Union Bankshares Corp,2025-10-20,2025-09-30,0.85,USD
AUB-PA,AUB-PA,2025-10-20,2025-09-30,,USD
AUBN,Auburn National Bancorp Inc,2025-10-20,2025-09-30,,USD
AUDC,Audiocodes,2025-11-04,2025-09-30,0.1,USD
AUGG,AUGG,2025-11-06,2025-09-30,,USD
AUGO,AUGO,2025-11-04,2025-09-30,,USD
AUID,authID Inc,2025-11-13,2025-09-30,,USD
AUKNY,AUKNY,2025-10-17,2025-09-30,,USD
AUKUF,AUKUF,2025-11-18,2025-09-30,0.45,USD
AUMBF,AUMBF,2025-11-27,2025-09-30,,USD
AUMMF,AUMMF,2025-10-23,2025-09-30,,USD
AUMN,AUMN,2025-11-25,2025-09-30,,USD
AUOTY,AUOTY,2025-10-30,2025-09-30,,USD
AUPH,Aurinia Pharmaceuticals Inc,2025-10-30,2025-09-30,0.1467,USD
AUR,Aurora Innovation Inc - Class A,2025-10-29,2025-09-30,-0.12,USD
AURA,Aura Biosciences Inc,2025-11-06,2025-09-30,-0.462,USD
AURI,AURI,2025-10-16,2025-09-30,,USD
AURWF,AURWF,2025-11-27,2025-09-30,,USD
AUTL,Autolus Therapeutics plc,2025-10-30,2025-09-30,-0.2244,USD
AUUAF,AUUAF,2025-09-24,2025-07-31,,USD
AUXXD,AUXXD,2025-09-08,2025-06-30,,USD
AVA,Avista Corp,2025-10-29,2025-09-30,0.3016,USD
AVAH,Aveanna Healthcare Holdings Inc,2025-11-06,2025-09-30,0.0695,USD
AVAL,Grupo Aval Acciones y Valores S.A.,2025-11-12,2025-09-30,0.1065,USD
AVAV,AeroVironment Inc,2025-09-09,2025-07-31,0.34,USD
AVB,Avalonbay Communities Inc,2025-11-03,2025-09-30,1.65,USD
AVBH,AVBH,2025-10-21,2025-09-30,0.77,USD
AVBP,ArriVent BioPharma Inc,2025-11-13,2025-09-30,-0.79,USD
AVCNF,AVCNF,2025-11-13,2025-09-30,,USD
AVCRF,AVCRF,2025-11-27,2025-09-30,,USD
AVCTF,AVCTF,2025-09-29,2025-06-30,,USD
AVD,American Vanguard Corp,2025-11-11,2025-09-30,0.02,USD
AVDL,Avadel Pharmaceuticals plc,2025-11-05,2025-09-30,0.0671,USD
AVDWF,AVDWF,2025-11-27,2025-09-30,,USD
AVDX,AvidXchange Holdings Inc,2025-11-05,2025-09-30,0.0688,USD
AVEXF,AVEXF,2025-11-05,2025-09-30,,USD
AVGDF,AVGDF,2025-10-28,2025-09-30,,USD
AVHHL,AVHHL,2025-11-05,2025-09-30,,USD
AVHNF,AVHNF,2025-11-21,2025-09-30,,USD
AVHNY,AVHNY,2025-11-21,2025-09-30,,USD
AVIFY,AVIFY,2025-10-29,2025-09-30,0.1093,USD
AVIR,Atea Pharmaceuticals Inc,2025-11-06,2025-09-30,-0.42,USD
AVIZF,AVIZF,2025-10-30,2025-09-30,,USD
AVLNF,AVLNF,2025-11-27,2025-08-31,,USD
AVNBF,AVNBF,2025-11-12,2025-09-30,,USD
AVNS,Avanos Medical Inc,2025-10-29,2025-09-30,0.18,USD
AVNT,Avient Corp,2025-10-30,2025-09-30,0.7,USD
AVNW,Aviat Networks Inc,2025-10-29,2025-09-30,0.57,USD
AVO,Mission Produce Inc,2025-09-08,2025-07-31,0.14,USD
AVPMF,AVPMF,2025-11-27,2025-09-30,,USD
AVPT,AvePoint Inc - Class A,2025-11-06,2025-09-30,0.0709,USD
AVR,Anteris Technologies Global Corp,2025-11-06,2025-09-30,-0.57,USD
AVSFY,AVSFY,2025-09-08,2025-06-30,,USD
AVT,Avnet Inc,2025-10-29,2025-09-30,0.81,USD
AVTBF,AVTBF,2025-10-15,2025-08-31,,USD
AVTR,Avantor Inc,2025-10-31,2025-09-30,0.22,USD
AVVIY,AVVIY,2025-11-13,2025-09-30,0,USD
AVY,Avery Dennison Corp,2025-10-22,2025-09-30,2.34,USD
AWEVF,AWEVF,2025-09-23,2025-06-30,,USD
AWI,Armstrong World Industries Inc,2025-10-28,2025-09-30,2.01,USD
AWK,American Water Works Co. Inc,2025-10-29,2025-09-30,1.9,USD
AWLRF,AWLRF,2025-11-26,2025-09-30,,USD
AWR,American States Water Company,2025-11-05,2025-09-30,1,USD
AWRE,Aware Inc,2025-10-29,2025-09-30,,USD
AWRRF,AWRRF,2025-10-13,2025-09-30,,CAD
AWTRF,AWTRF,2025-11-06,2025-09-30,,USD
AX,Axos Financial Inc,2025-10-29,2025-09-30,1.92,USD
AXAHY,AXAHY,2025-10-30,2025-09-30,0,USD
AXDDF,AXDDF,2025-11-13,2025-09-30,,USD
AXFOF,AXFOF,2025-10-23,2025-09-30,3.8,USD
AXFOY,AXFOY,2025-10-23,2025-09-30,0.3707,USD
AXGN,Axogen Inc,2025-11-11,2025-09-30,0.071,USD
AXL,American Axle & Manufacturing Holdings Inc,2025-11-07,2025-09-30,0.13,USD
AXON,Axon Enterprise Inc,2025-11-06,2025-09-30,1.51,USD
AXP,American Express Company,2025-10-17,2025-09-30,3.97,USD
AXREF,AXREF,2025-11-26,2025-09-30,,USD
AXS,Axis Capital Holdings Ltd,2025-10-29,2025-09-30,2.48,USD
AXS-PE,AXS-PE,2025-10-30,2025-09-30,,USD
AXSM,Axsome Therapeutics Inc,2025-11-10,2025-09-30,-0.8287,USD
AXTA,Axalta Coating Systems Ltd,2025-10-29,2025-09-30,0.65,USD
AXTI,AXT Inc,2025-10-30,2025-09-30,-0.122,USD
AXTLF,AXTLF,2025-10-15,2025-09-30,,USD
AXXTF,AXXTF,2025-11-26,2025-09-30,,USD
